,filepaths,labels
2033,c:\temp\\spiders\train\Yellow Garden Spider\026.jpg,Yellow Garden Spider
2034,c:\temp\\spiders\train\Yellow Garden Spider\027.jpg,Yellow Garden Spider
2035,c:\temp\\spiders\train\Yellow Garden Spider\028.jpg,Yellow Garden Spider
2036,c:\temp\\spiders\train\Yellow Garden Spider\029.jpg,Yellow Garden Spider
2037,c:\temp\\spiders\train\Yellow Garden Spider\030.jpg,Yellow Garden Spider
2038,c:\temp\\spiders\train\Yellow Garden Spider\031.jpg,Yellow Garden Spider
2039,c:\temp\\spiders\train\Yellow Garden Spider\032.jpg,Yellow Garden Spider
2040,c:\temp\\spiders\train\Yellow Garden Spider\033.jpg,Yellow Garden Spider
2041,c:\temp\\spiders\train\Yellow Garden Spider\034.jpg,Yellow Garden Spider
2042,c:\temp\\spiders\train\Yellow Garden Spider\035.jpg,Yellow Garden Spider
2043,c:\temp\\spiders\train\Yellow Garden Spider\036.jpg,Yellow Garden Spider
2044,c:\temp\\spiders\train\Yellow Garden Spider\037.jpg,Yellow Garden Spider
2045,c:\temp\\spiders\train\Yellow Garden Spider\038.jpg,Yellow Garden Spider
2046,c:\temp\\spiders\train\Yellow Garden Spider\039.jpg,Yellow Garden Spider
2047,c:\temp\\spiders\train\Yellow Garden Spider\040.jpg,Yellow Garden Spider
2048,c:\temp\\spiders\train\Yellow Garden Spider\041.jpg,Yellow Garden Spider
2049,c:\temp\\spiders\train\Yellow Garden Spider\042.jpg,Yellow Garden Spider
2050,c:\temp\\spiders\train\Yellow Garden Spider\043.jpg,Yellow Garden Spider
2051,c:\temp\\spiders\train\Yellow Garden Spider\044.jpg,Yellow Garden Spider
2052,c:\temp\\spiders\train\Yellow Garden Spider\045.jpg,Yellow Garden Spider
2053,c:\temp\\spiders\train\Yellow Garden Spider\046.jpg,Yellow Garden Spider
2054,c:\temp\\spiders\train\Yellow Garden Spider\047.jpg,Yellow Garden Spider
2055,c:\temp\\spiders\train\Yellow Garden Spider\048.jpg,Yellow Garden Spider
2056,c:\temp\\spiders\train\Yellow Garden Spider\049.jpg,Yellow Garden Spider
2057,c:\temp\\spiders\train\Yellow Garden Spider\050.jpg,Yellow Garden Spider
2058,c:\temp\\spiders\train\Yellow Garden Spider\051.jpg,Yellow Garden Spider
2059,c:\temp\\spiders\train\Yellow Garden Spider\052.jpg,Yellow Garden Spider
2060,c:\temp\\spiders\train\Yellow Garden Spider\053.jpg,Yellow Garden Spider
2061,c:\temp\\spiders\train\Yellow Garden Spider\054.jpg,Yellow Garden Spider
2062,c:\temp\\spiders\train\Yellow Garden Spider\055.jpg,Yellow Garden Spider
2063,c:\temp\\spiders\train\Yellow Garden Spider\056.jpg,Yellow Garden Spider
2064,c:\temp\\spiders\train\Yellow Garden Spider\057.jpg,Yellow Garden Spider
2065,c:\temp\\spiders\train\Yellow Garden Spider\058.jpg,Yellow Garden Spider
2066,c:\temp\\spiders\train\Yellow Garden Spider\059.jpg,Yellow Garden Spider
2067,c:\temp\\spiders\train\Yellow Garden Spider\060.jpg,Yellow Garden Spider
2068,c:\temp\\spiders\train\Yellow Garden Spider\061.jpg,Yellow Garden Spider
2069,c:\temp\\spiders\train\Yellow Garden Spider\062.jpg,Yellow Garden Spider
2070,c:\temp\\spiders\train\Yellow Garden Spider\063.jpg,Yellow Garden Spider
2071,c:\temp\\spiders\train\Yellow Garden Spider\064.jpg,Yellow Garden Spider
2072,c:\temp\\spiders\train\Yellow Garden Spider\065.jpg,Yellow Garden Spider
2073,c:\temp\\spiders\train\Yellow Garden Spider\066.jpg,Yellow Garden Spider
2074,c:\temp\\spiders\train\Yellow Garden Spider\067.jpg,Yellow Garden Spider
2075,c:\temp\\spiders\train\Yellow Garden Spider\068.jpg,Yellow Garden Spider
2076,c:\temp\\spiders\train\Yellow Garden Spider\069.jpg,Yellow Garden Spider
2077,c:\temp\\spiders\train\Yellow Garden Spider\070.jpg,Yellow Garden Spider
2078,c:\temp\\spiders\train\Yellow Garden Spider\071.jpg,Yellow Garden Spider
2079,c:\temp\\spiders\train\Yellow Garden Spider\072.jpg,Yellow Garden Spider
2080,c:\temp\\spiders\train\Yellow Garden Spider\073.jpg,Yellow Garden Spider
2081,c:\temp\\spiders\train\Yellow Garden Spider\074.jpg,Yellow Garden Spider
2082,c:\temp\\spiders\train\Yellow Garden Spider\075.jpg,Yellow Garden Spider
2083,c:\temp\\spiders\train\Yellow Garden Spider\076.jpg,Yellow Garden Spider
2084,c:\temp\\spiders\train\Yellow Garden Spider\077.jpg,Yellow Garden Spider
2085,c:\temp\\spiders\train\Yellow Garden Spider\078.jpg,Yellow Garden Spider
2086,c:\temp\\spiders\train\Yellow Garden Spider\079.jpg,Yellow Garden Spider
2087,c:\temp\\spiders\train\Yellow Garden Spider\080.jpg,Yellow Garden Spider
2088,c:\temp\\spiders\train\Yellow Garden Spider\081.jpg,Yellow Garden Spider
2089,c:\temp\\spiders\train\Yellow Garden Spider\082.jpg,Yellow Garden Spider
2090,c:\temp\\spiders\train\Yellow Garden Spider\083.jpg,Yellow Garden Spider
2091,c:\temp\\spiders\train\Yellow Garden Spider\084.jpg,Yellow Garden Spider
2092,c:\temp\\spiders\train\Yellow Garden Spider\085.jpg,Yellow Garden Spider
2093,c:\temp\\spiders\train\Yellow Garden Spider\086.jpg,Yellow Garden Spider
2094,c:\temp\\spiders\train\Yellow Garden Spider\087.jpg,Yellow Garden Spider
2095,c:\temp\\spiders\train\Yellow Garden Spider\088.jpg,Yellow Garden Spider
2096,c:\temp\\spiders\train\Yellow Garden Spider\089.jpg,Yellow Garden Spider
2097,c:\temp\\spiders\train\Yellow Garden Spider\090.jpg,Yellow Garden Spider
2098,c:\temp\\spiders\train\Yellow Garden Spider\091.jpg,Yellow Garden Spider
2099,c:\temp\\spiders\train\Yellow Garden Spider\092.jpg,Yellow Garden Spider
2100,c:\temp\\spiders\train\Yellow Garden Spider\093.jpg,Yellow Garden Spider
2101,c:\temp\\spiders\train\Yellow Garden Spider\094.jpg,Yellow Garden Spider
2102,c:\temp\\spiders\train\Yellow Garden Spider\095.jpg,Yellow Garden Spider
2103,c:\temp\\spiders\train\Yellow Garden Spider\096.jpg,Yellow Garden Spider
2104,c:\temp\\spiders\train\Yellow Garden Spider\097.jpg,Yellow Garden Spider
2105,c:\temp\\spiders\train\Yellow Garden Spider\098.jpg,Yellow Garden Spider
2106,c:\temp\\spiders\train\Yellow Garden Spider\099.jpg,Yellow Garden Spider
2107,c:\temp\\spiders\train\Yellow Garden Spider\100.jpg,Yellow Garden Spider
2108,c:\temp\\spiders\train\Yellow Garden Spider\101.jpg,Yellow Garden Spider
2109,c:\temp\\spiders\train\Yellow Garden Spider\102.jpg,Yellow Garden Spider
2110,c:\temp\\spiders\train\Yellow Garden Spider\103.jpg,Yellow Garden Spider
2111,c:\temp\\spiders\train\Yellow Garden Spider\104.jpg,Yellow Garden Spider
2112,c:\temp\\spiders\train\Yellow Garden Spider\105.jpg,Yellow Garden Spider
2113,c:\temp\\spiders\train\Yellow Garden Spider\106.jpg,Yellow Garden Spider
2114,c:\temp\\spiders\train\Yellow Garden Spider\107.jpg,Yellow Garden Spider
2115,c:\temp\\spiders\train\Yellow Garden Spider\108.jpg,Yellow Garden Spider
2116,c:\temp\\spiders\train\Yellow Garden Spider\109.jpg,Yellow Garden Spider
2117,c:\temp\\spiders\train\Yellow Garden Spider\110.jpg,Yellow Garden Spider
2118,c:\temp\\spiders\train\Yellow Garden Spider\111.jpg,Yellow Garden Spider
2119,c:\temp\\spiders\train\Yellow Garden Spider\112.jpg,Yellow Garden Spider
2120,c:\temp\\spiders\train\Yellow Garden Spider\113.jpg,Yellow Garden Spider
2121,c:\temp\\spiders\train\Yellow Garden Spider\114.jpg,Yellow Garden Spider
2122,c:\temp\\spiders\train\Yellow Garden Spider\115.jpg,Yellow Garden Spider
2123,c:\temp\\spiders\train\Yellow Garden Spider\116.jpg,Yellow Garden Spider
2124,c:\temp\\spiders\train\Yellow Garden Spider\117.jpg,Yellow Garden Spider
2125,c:\temp\\spiders\train\Yellow Garden Spider\118.jpg,Yellow Garden Spider
2126,c:\temp\\spiders\train\Yellow Garden Spider\119.jpg,Yellow Garden Spider
2127,c:\temp\\spiders\train\Yellow Garden Spider\120.jpg,Yellow Garden Spider
2128,c:\temp\\spiders\train\Yellow Garden Spider\121.jpg,Yellow Garden Spider
2129,c:\temp\\spiders\train\Yellow Garden Spider\122.jpg,Yellow Garden Spider
2130,c:\temp\\spiders\train\Yellow Garden Spider\123.jpg,Yellow Garden Spider
2131,c:\temp\\spiders\train\Yellow Garden Spider\124.jpg,Yellow Garden Spider
2132,c:\temp\\spiders\train\Yellow Garden Spider\125.jpg,Yellow Garden Spider
2133,c:\temp\\spiders\train\Yellow Garden Spider\126.jpg,Yellow Garden Spider
2134,c:\temp\\spiders\train\Yellow Garden Spider\127.jpg,Yellow Garden Spider
2135,c:\temp\\spiders\train\Yellow Garden Spider\128.jpg,Yellow Garden Spider
2136,c:\temp\\spiders\train\Yellow Garden Spider\129.jpg,Yellow Garden Spider
2137,c:\temp\\spiders\train\Yellow Garden Spider\130.jpg,Yellow Garden Spider
2138,c:\temp\\spiders\train\Yellow Garden Spider\131.jpg,Yellow Garden Spider
2139,c:\temp\\spiders\train\Yellow Garden Spider\132.jpg,Yellow Garden Spider
2140,c:\temp\\spiders\train\Yellow Garden Spider\133.jpg,Yellow Garden Spider
2141,c:\temp\\spiders\train\Yellow Garden Spider\134.jpg,Yellow Garden Spider
2142,c:\temp\\spiders\train\Yellow Garden Spider\135.jpg,Yellow Garden Spider
2143,c:\temp\\spiders\train\Yellow Garden Spider\136.jpg,Yellow Garden Spider
2144,c:\temp\\spiders\train\Yellow Garden Spider\137.jpg,Yellow Garden Spider
2145,c:\temp\\spiders\train\Yellow Garden Spider\138.jpg,Yellow Garden Spider
2146,c:\temp\\spiders\train\Yellow Garden Spider\139.jpg,Yellow Garden Spider
2147,c:\temp\\spiders\train\Yellow Garden Spider\140.jpg,Yellow Garden Spider
2148,c:\temp\\spiders\train\Yellow Garden Spider\141.jpg,Yellow Garden Spider
2149,c:\temp\\spiders\train\Yellow Garden Spider\142.jpg,Yellow Garden Spider
2150,c:\temp\\spiders\train\Yellow Garden Spider\143.jpg,Yellow Garden Spider
2151,c:\temp\\spiders\train\Yellow Garden Spider\144.jpg,Yellow Garden Spider
2152,c:\temp\\spiders\train\Yellow Garden Spider\145.jpg,Yellow Garden Spider
2153,c:\temp\\spiders\train\Yellow Garden Spider\146.jpg,Yellow Garden Spider
2154,c:\temp\\spiders\train\Yellow Garden Spider\147.jpg,Yellow Garden Spider
2155,c:\temp\\spiders\train\Yellow Garden Spider\148.jpg,Yellow Garden Spider
2156,c:\temp\\spiders\train\Yellow Garden Spider\149.jpg,Yellow Garden Spider
2157,c:\temp\\spiders\train\Yellow Garden Spider\150.jpg,Yellow Garden Spider
2158,c:\temp\\spiders\train\Yellow Garden Spider\151.jpg,Yellow Garden Spider
2159,c:\temp\\spiders\train\Yellow Garden Spider\152.jpg,Yellow Garden Spider
2160,c:\temp\\spiders\train\Yellow Garden Spider\153.jpg,Yellow Garden Spider
2161,c:\temp\\spiders\train\Yellow Garden Spider\154.jpg,Yellow Garden Spider
2162,c:\temp\\spiders\train\Yellow Garden Spider\155.jpg,Yellow Garden Spider
2163,c:\temp\\spiders\train\Yellow Garden Spider\156.jpg,Yellow Garden Spider
2164,c:\temp\\spiders\train\Yellow Garden Spider\157.jpg,Yellow Garden Spider
2165,c:\temp\\spiders\train\Yellow Garden Spider\158.jpg,Yellow Garden Spider
2166,c:\temp\\spiders\train\Yellow Garden Spider\159.jpg,Yellow Garden Spider
2167,c:\temp\\spiders\train\Yellow Garden Spider\160.jpg,Yellow Garden Spider
2168,c:\temp\\spiders\train\Yellow Garden Spider\161.jpg,Yellow Garden Spider
2169,c:\temp\\spiders\train\Yellow Garden Spider\162.jpg,Yellow Garden Spider
2170,c:\temp\\spiders\train\Yellow Garden Spider\163.jpg,Yellow Garden Spider
2171,c:\temp\\spiders\train\Yellow Garden Spider\164.jpg,Yellow Garden Spider
2172,c:\temp\\spiders\train\Yellow Garden Spider\165.jpg,Yellow Garden Spider
2173,c:\temp\\spiders\train\Yellow Garden Spider\166.jpg,Yellow Garden Spider
2174,c:\temp\\spiders\train\Yellow Garden Spider\167.jpg,Yellow Garden Spider
2175,c:\temp\\spiders\train\Yellow Garden Spider\168.jpg,Yellow Garden Spider
2176,c:\temp\\spiders\train\Yellow Garden Spider\169.jpg,Yellow Garden Spider
2177,c:\temp\\spiders\train\Yellow Garden Spider\170.jpg,Yellow Garden Spider
2178,c:\temp\\spiders\train\Yellow Garden Spider\171.jpg,Yellow Garden Spider
2179,c:\temp\\spiders\train\Yellow Garden Spider\172.jpg,Yellow Garden Spider
2180,c:\temp\\spiders\train\Yellow Garden Spider\173.jpg,Yellow Garden Spider
2181,c:\temp\\spiders\train\Yellow Garden Spider\174.jpg,Yellow Garden Spider
2182,c:\temp\\spiders\train\Yellow Garden Spider\175.jpg,Yellow Garden Spider
2183,c:\temp\\spiders\train\Yellow Garden Spider\176.jpg,Yellow Garden Spider
2184,c:\temp\\spiders\train\Yellow Garden Spider\177.jpg,Yellow Garden Spider
2185,c:\temp\\spiders\test\Black Widow\1.jpg,Black Widow
2186,c:\temp\\spiders\test\Black Widow\2.jpg,Black Widow
2187,c:\temp\\spiders\test\Black Widow\3.jpg,Black Widow
2188,c:\temp\\spiders\test\Black Widow\4.jpg,Black Widow
2189,c:\temp\\spiders\test\Black Widow\5.jpg,Black Widow
2190,c:\temp\\spiders\test\Blue Tarantula\1.jpg,Blue Tarantula
2191,c:\temp\\spiders\test\Blue Tarantula\2.jpg,Blue Tarantula
2192,c:\temp\\spiders\test\Blue Tarantula\3.jpg,Blue Tarantula
2193,c:\temp\\spiders\test\Blue Tarantula\4.jpg,Blue Tarantula
2194,c:\temp\\spiders\test\Blue Tarantula\5.jpg,Blue Tarantula
2195,c:\temp\\spiders\test\Bold Jumper\1.jpg,Bold Jumper
2196,c:\temp\\spiders\test\Bold Jumper\2.jpg,Bold Jumper
2197,c:\temp\\spiders\test\Bold Jumper\3.jpg,Bold Jumper
2198,c:\temp\\spiders\test\Bold Jumper\4.jpg,Bold Jumper
2199,c:\temp\\spiders\test\Bold Jumper\5.jpg,Bold Jumper
2200,c:\temp\\spiders\test\Brown Grass Spider\1.jpg,Brown Grass Spider
2201,c:\temp\\spiders\test\Brown Grass Spider\2.jpg,Brown Grass Spider
2202,c:\temp\\spiders\test\Brown Grass Spider\3.jpg,Brown Grass Spider
2203,c:\temp\\spiders\test\Brown Grass Spider\4.jpg,Brown Grass Spider
2204,c:\temp\\spiders\test\Brown Grass Spider\5.jpg,Brown Grass Spider
2205,c:\temp\\spiders\test\Brown Recluse Spider\1.jpg,Brown Recluse Spider
2206,c:\temp\\spiders\test\Brown Recluse Spider\2.jpg,Brown Recluse Spider
2207,c:\temp\\spiders\test\Brown Recluse Spider\3.jpg,Brown Recluse Spider
2208,c:\temp\\spiders\test\Brown Recluse Spider\4.jpg,Brown Recluse Spider
2209,c:\temp\\spiders\test\Brown Recluse Spider\5.jpg,Brown Recluse Spider
2210,c:\temp\\spiders\test\Deinopis Spider\1.jpg,Deinopis Spider
2211,c:\temp\\spiders\test\Deinopis Spider\2.jpg,Deinopis Spider
2212,c:\temp\\spiders\test\Deinopis Spider\3.jpg,Deinopis Spider
2213,c:\temp\\spiders\test\Deinopis Spider\4.jpg,Deinopis Spider
2214,c:\temp\\spiders\test\Deinopis Spider\5.jpg,Deinopis Spider
2215,c:\temp\\spiders\test\Golden Orb Weaver\1.jpg,Golden Orb Weaver
2216,c:\temp\\spiders\test\Golden Orb Weaver\2.jpg,Golden Orb Weaver
2217,c:\temp\\spiders\test\Golden Orb Weaver\3.jpg,Golden Orb Weaver
2218,c:\temp\\spiders\test\Golden Orb Weaver\4.jpg,Golden Orb Weaver
2219,c:\temp\\spiders\test\Golden Orb Weaver\5.jpg,Golden Orb Weaver
2220,c:\temp\\spiders\test\Hobo Spider\1.jpg,Hobo Spider
2221,c:\temp\\spiders\test\Hobo Spider\2.jpg,Hobo Spider
2222,c:\temp\\spiders\test\Hobo Spider\3.jpg,Hobo Spider
2223,c:\temp\\spiders\test\Hobo Spider\4.jpg,Hobo Spider
2224,c:\temp\\spiders\test\Hobo Spider\5.jpg,Hobo Spider
2225,c:\temp\\spiders\test\Huntsman Spider\1.jpg,Huntsman Spider
2226,c:\temp\\spiders\test\Huntsman Spider\2.jpg,Huntsman Spider
2227,c:\temp\\spiders\test\Huntsman Spider\3.jpg,Huntsman Spider
2228,c:\temp\\spiders\test\Huntsman Spider\4.jpg,Huntsman Spider
2229,c:\temp\\spiders\test\Huntsman Spider\5.jpg,Huntsman Spider
2230,c:\temp\\spiders\test\Ladybird Mimic Spider\1.jpg,Ladybird Mimic Spider
2231,c:\temp\\spiders\test\Ladybird Mimic Spider\2.jpg,Ladybird Mimic Spider
2232,c:\temp\\spiders\test\Ladybird Mimic Spider\3.jpg,Ladybird Mimic Spider
2233,c:\temp\\spiders\test\Ladybird Mimic Spider\4.jpg,Ladybird Mimic Spider
2234,c:\temp\\spiders\test\Ladybird Mimic Spider\5.jpg,Ladybird Mimic Spider
2235,c:\temp\\spiders\test\Peacock Spider\1.jpg,Peacock Spider
2236,c:\temp\\spiders\test\Peacock Spider\2.jpg,Peacock Spider
2237,c:\temp\\spiders\test\Peacock Spider\3.jpg,Peacock Spider
2238,c:\temp\\spiders\test\Peacock Spider\4.jpg,Peacock Spider
2239,c:\temp\\spiders\test\Peacock Spider\5.jpg,Peacock Spider
2240,c:\temp\\spiders\test\Red Knee Tarantula\1.jpg,Red Knee Tarantula
2241,c:\temp\\spiders\test\Red Knee Tarantula\2.jpg,Red Knee Tarantula
2242,c:\temp\\spiders\test\Red Knee Tarantula\3.jpg,Red Knee Tarantula
2243,c:\temp\\spiders\test\Red Knee Tarantula\4.jpg,Red Knee Tarantula
2244,c:\temp\\spiders\test\Red Knee Tarantula\5.jpg,Red Knee Tarantula
2245,c:\temp\\spiders\test\Spiny-backed Orb-weaver\1.jpg,Spiny-backed Orb-weaver
2246,c:\temp\\spiders\test\Spiny-backed Orb-weaver\2.jpg,Spiny-backed Orb-weaver
2247,c:\temp\\spiders\test\Spiny-backed Orb-weaver\3.jpg,Spiny-backed Orb-weaver
2248,c:\temp\\spiders\test\Spiny-backed Orb-weaver\4.jpg,Spiny-backed Orb-weaver
2249,c:\temp\\spiders\test\Spiny-backed Orb-weaver\5.jpg,Spiny-backed Orb-weaver
2250,c:\temp\\spiders\test\White Kneed Tarantula\1.jpg,White Kneed Tarantula
2251,c:\temp\\spiders\test\White Kneed Tarantula\2.jpg,White Kneed Tarantula
2252,c:\temp\\spiders\test\White Kneed Tarantula\3.jpg,White Kneed Tarantula
2253,c:\temp\\spiders\test\White Kneed Tarantula\4.jpg,White Kneed Tarantula
2254,c:\temp\\spiders\test\White Kneed Tarantula\5.jpg,White Kneed Tarantula
2255,c:\temp\\spiders\test\Yellow Garden Spider\1.jpg,Yellow Garden Spider
2256,c:\temp\\spiders\test\Yellow Garden Spider\2.jpg,Yellow Garden Spider
2257,c:\temp\\spiders\test\Yellow Garden Spider\3.jpg,Yellow Garden Spider
2258,c:\temp\\spiders\test\Yellow Garden Spider\4.jpg,Yellow Garden Spider
2259,c:\temp\\spiders\test\Yellow Garden Spider\5.jpg,Yellow Garden Spider
2260,c:\temp\\spiders\valid\Black Widow\1.jpg,Black Widow
2261,c:\temp\\spiders\valid\Black Widow\2.jpg,Black Widow
2262,c:\temp\\spiders\valid\Black Widow\3.jpg,Black Widow
2263,c:\temp\\spiders\valid\Black Widow\4.jpg,Black Widow
2264,c:\temp\\spiders\valid\Black Widow\5.jpg,Black Widow
2265,c:\temp\\spiders\valid\Blue Tarantula\1.jpg,Blue Tarantula
2266,c:\temp\\spiders\valid\Blue Tarantula\2.jpg,Blue Tarantula
2267,c:\temp\\spiders\valid\Blue Tarantula\3.jpg,Blue Tarantula
2268,c:\temp\\spiders\valid\Blue Tarantula\4.jpg,Blue Tarantula
2269,c:\temp\\spiders\valid\Blue Tarantula\5.jpg,Blue Tarantula
2270,c:\temp\\spiders\valid\Bold Jumper\1.jpg,Bold Jumper
2271,c:\temp\\spiders\valid\Bold Jumper\2.jpg,Bold Jumper
2272,c:\temp\\spiders\valid\Bold Jumper\3.jpg,Bold Jumper
2273,c:\temp\\spiders\valid\Bold Jumper\4.jpg,Bold Jumper
2274,c:\temp\\spiders\valid\Bold Jumper\5.jpg,Bold Jumper
2275,c:\temp\\spiders\valid\Brown Grass Spider\1.jpg,Brown Grass Spider
2276,c:\temp\\spiders\valid\Brown Grass Spider\2.jpg,Brown Grass Spider
2277,c:\temp\\spiders\valid\Brown Grass Spider\3.jpg,Brown Grass Spider
2278,c:\temp\\spiders\valid\Brown Grass Spider\4.jpg,Brown Grass Spider
2279,c:\temp\\spiders\valid\Brown Grass Spider\5.jpg,Brown Grass Spider
2280,c:\temp\\spiders\valid\Brown Recluse Spider\1.jpg,Brown Recluse Spider
2281,c:\temp\\spiders\valid\Brown Recluse Spider\2.jpg,Brown Recluse Spider
2282,c:\temp\\spiders\valid\Brown Recluse Spider\3.jpg,Brown Recluse Spider
2283,c:\temp\\spiders\valid\Brown Recluse Spider\4.jpg,Brown Recluse Spider
2284,c:\temp\\spiders\valid\Brown Recluse Spider\5.jpg,Brown Recluse Spider
2285,c:\temp\\spiders\valid\Deinopis Spider\1.jpg,Deinopis Spider
2286,c:\temp\\spiders\valid\Deinopis Spider\2.jpg,Deinopis Spider
2287,c:\temp\\spiders\valid\Deinopis Spider\3.jpg,Deinopis Spider
2288,c:\temp\\spiders\valid\Deinopis Spider\4.jpg,Deinopis Spider
2289,c:\temp\\spiders\valid\Deinopis Spider\5.jpg,Deinopis Spider
2290,c:\temp\\spiders\valid\Golden Orb Weaver\1.jpg,Golden Orb Weaver
2291,c:\temp\\spiders\valid\Golden Orb Weaver\2.jpg,Golden Orb Weaver
2292,c:\temp\\spiders\valid\Golden Orb Weaver\3.jpg,Golden Orb Weaver
2293,c:\temp\\spiders\valid\Golden Orb Weaver\4.jpg,Golden Orb Weaver
2294,c:\temp\\spiders\valid\Golden Orb Weaver\5.jpg,Golden Orb Weaver
2295,c:\temp\\spiders\valid\Hobo Spider\1.jpg,Hobo Spider
2296,c:\temp\\spiders\valid\Hobo Spider\2.jpg,Hobo Spider
2297,c:\temp\\spiders\valid\Hobo Spider\3.jpg,Hobo Spider
2298,c:\temp\\spiders\valid\Hobo Spider\4.jpg,Hobo Spider
2299,c:\temp\\spiders\valid\Hobo Spider\5.jpg,Hobo Spider
2300,c:\temp\\spiders\valid\Huntsman Spider\1.jpg,Huntsman Spider
2301,c:\temp\\spiders\valid\Huntsman Spider\2.jpg,Huntsman Spider
2302,c:\temp\\spiders\valid\Huntsman Spider\3.jpg,Huntsman Spider
2303,c:\temp\\spiders\valid\Huntsman Spider\4.jpg,Huntsman Spider
2304,c:\temp\\spiders\valid\Huntsman Spider\5.jpg,Huntsman Spider
2305,c:\temp\\spiders\valid\Ladybird Mimic Spider\1.jpg,Ladybird Mimic Spider
2306,c:\temp\\spiders\valid\Ladybird Mimic Spider\2.jpg,Ladybird Mimic Spider
2307,c:\temp\\spiders\valid\Ladybird Mimic Spider\3.jpg,Ladybird Mimic Spider
2308,c:\temp\\spiders\valid\Ladybird Mimic Spider\4.jpg,Ladybird Mimic Spider
2309,c:\temp\\spiders\valid\Ladybird Mimic Spider\5.jpg,Ladybird Mimic Spider
2310,c:\temp\\spiders\valid\Peacock Spider\1.jpg,Peacock Spider
2311,c:\temp\\spiders\valid\Peacock Spider\2.jpg,Peacock Spider
2312,c:\temp\\spiders\valid\Peacock Spider\3.jpg,Peacock Spider
2313,c:\temp\\spiders\valid\Peacock Spider\4.jpg,Peacock Spider
2314,c:\temp\\spiders\valid\Peacock Spider\5.jpg,Peacock Spider
2315,c:\temp\\spiders\valid\Red Knee Tarantula\1.jpg,Red Knee Tarantula
2316,c:\temp\\spiders\valid\Red Knee Tarantula\2.jpg,Red Knee Tarantula
2317,c:\temp\\spiders\valid\Red Knee Tarantula\3.jpg,Red Knee Tarantula
2318,c:\temp\\spiders\valid\Red Knee Tarantula\4.jpg,Red Knee Tarantula
2319,c:\temp\\spiders\valid\Red Knee Tarantula\5.jpg,Red Knee Tarantula
2320,c:\temp\\spiders\valid\Spiny-backed Orb-weaver\1.jpg,Spiny-backed Orb-weaver
2321,c:\temp\\spiders\valid\Spiny-backed Orb-weaver\2.jpg,Spiny-backed Orb-weaver
2322,c:\temp\\spiders\valid\Spiny-backed Orb-weaver\3.jpg,Spiny-backed Orb-weaver
2323,c:\temp\\spiders\valid\Spiny-backed Orb-weaver\4.jpg,Spiny-backed Orb-weaver
2324,c:\temp\\spiders\valid\Spiny-backed Orb-weaver\5.jpg,Spiny-backed Orb-weaver
2325,c:\temp\\spiders\valid\White Kneed Tarantula\1.jpg,White Kneed Tarantula
2326,c:\temp\\spiders\valid\White Kneed Tarantula\2.jpg,White Kneed Tarantula
2327,c:\temp\\spiders\valid\White Kneed Tarantula\3.jpg,White Kneed Tarantula
2328,c:\temp\\spiders\valid\White Kneed Tarantula\4.jpg,White Kneed Tarantula
2329,c:\temp\\spiders\valid\White Kneed Tarantula\5.jpg,White Kneed Tarantula
2330,c:\temp\\spiders\valid\Yellow Garden Spider\1.jpg,Yellow Garden Spider
2331,c:\temp\\spiders\valid\Yellow Garden Spider\2.jpg,Yellow Garden Spider
2332,c:\temp\\spiders\valid\Yellow Garden Spider\3.jpg,Yellow Garden Spider
2333,c:\temp\\spiders\valid\Yellow Garden Spider\4.jpg,Yellow Garden Spider
2334,c:\temp\\spiders\valid\Yellow Garden Spider\5.jpg,Yellow Garden Spider
